"VerseID","BookName","BookNumber",Chapter,Verse,Text
19063,耶利米書,24,5,4,所以我說：這些人實在是貧窮的，是愚昧的，因為不曉得耶和華的作為和他們上帝的法則。
19064,耶利米書,24,5,5,我要去見尊大的人，對他們說話，因為他們曉得耶和華的作為和他們上帝的法則。哪知，這些人齊心將軛折斷，掙開繩索。
19065,耶利米書,24,5,6,因此，林中出來的獅子必害死他們；晚上的豺狼必滅絕他們；豹子要在城外窺伺他們。凡出城的必被撕碎；因為他們的罪過極多，背道的事也加增了。
19066,耶利米書,24,5,7,我怎能因此赦免你呢？你的兒女離棄了我，又指著那不是神的起誓；我使他們飽足，他們就犯姦淫，成群地聚集在娼妓家裏。
19067,耶利米書,24,5,8,他們像早晨餵飽的馬，各向他鄰舍的妻發嘶聲。
19068,耶利米書,24,5,9,耶和華說：我豈不因這些事討罪呢？豈不報復這樣的國民呢？
19069,耶利米書,24,5,10,你們要上她葡萄園的牆施行毀壞，但不可毀壞淨盡，只可除掉她的欄桿，因為不屬耶和華。
19070,耶利米書,24,5,11,原來以色列家和猶大家大行詭詐待我。這是耶和華說的。
19071,耶利米書,24,5,12,他們虛傳耶和華，說：這並不是他，災禍必不臨到我們；刀劍和饑荒，我們也看不見。
19072,耶利米書,24,5,13,先知的話必成為風；道也不在他們裏面。這災必臨到他們身上。
19073,耶利米書,24,5,14,所以耶和華─大軍之上帝如此說：看哪，因為你們說這話，我必使我的話在你口中為火，使這百姓為柴；這火便將他們吞滅。
19074,耶利米書,24,5,15,耶和華說：看哪，以色列家啊，我必使一國的民從遠方來攻擊你，是強盛的國，是從古而有的國。他們的言語你不曉得，他們的話你不明白。
19075,耶利米書,24,5,16,他們的箭袋是敞開的墳墓；他們都是勇士。
19076,耶利米書,24,5,17,他們必吃盡你的莊稼和你的糧食，是你兒女該吃的；必吃盡你的羊群牛群，吃盡你的葡萄和無花果；又必用刀空乏你所倚靠的堅固城。
19077,耶利米書,24,5,18,耶和華說：「只是到那時，我不將你們毀滅淨盡。
19078,耶利米書,24,5,19,百姓若說：『耶和華─我們的上帝為甚麼向我們行這一切事呢？』你就回答他們說：『你們怎樣離棄了我，在你們的地上事奉外邦眾神，也必照樣在不屬你們的地上事奉外邦人。』」
19079,耶利米書,24,5,20,當傳揚在雅各家，報告在猶大說：
19080,耶利米書,24,5,21,愚昧無知的百姓啊，你們有眼不看，有耳不聽，現在當聽這話。
19081,耶利米書,24,5,22,耶和華說：你們怎麼不懼怕我呢？我以永遠的定例，用沙為海的界限，水不得越過。因此，你們在我面前還不戰兢嗎？波浪雖然翻騰，卻不能逾越；雖然匉訇，卻不能過去。
19082,耶利米書,24,5,23,但這百姓有背叛忤逆的心；他們叛我而去，
19083,耶利米書,24,5,24,心內也不說：我們應當敬畏耶和華─我們的上帝；他按時賜雨，就是秋雨春雨，又為我們定收割的節令，永存不廢。
19084,耶利米書,24,5,25,你們的罪孽使這些事轉離你們；你們的罪惡使你們不能得福。
19085,耶利米書,24,5,26,因為在我民中有惡人。他們埋伏，好像設網的人；他們設立圈套陷害人。
19086,耶利米書,24,5,27,籠內怎樣滿了雀鳥，他們的房中也照樣充滿詭詐；所以他們得成為大，而且富足。
19087,耶利米書,24,5,28,他們肥胖光潤，作惡甚於惡人！他們不為人斷案，就是不為無父的斷案，卻仍亨通；也不為窮人辨屈。
19088,耶利米書,24,5,29,耶和華說：我豈不因這些事討罪呢？豈不報復這樣的國民呢？
19089,耶利米書,24,5,30,國中有可驚駭、可懼怕的事：
19090,耶利米書,24,5,31,就是先知說假預言，祭司藉他們把持權柄；我的百姓也喜愛這些事，到了結局你們怎樣行呢？
19091,耶利米書,24,6,1,便雅憫人哪，你們要聚集逃出耶路撒冷，在提哥亞吹角，在伯‧哈基琳立火號；因為有災禍與大毀滅從北方顯出。
19092,耶利米書,24,6,2,我好比女子錫安，成為秀美嬌嫩的婦人。
19093,耶利米書,24,6,3,牧人必引他們的羊群到她那裏，在她周圍支搭帳棚，各在自己所佔之地使羊吃草。
19094,耶利米書,24,6,4,你們要準備攻擊她。起來吧，我們可以趁午時上去。我們有禍了！因為白日過去，晚影伸延了。
19095,耶利米書,24,6,5,起來吧，我們夜間去，毀壞她的宮殿。
19096,耶利米書,24,6,6,因為大軍之耶和華如此說：你們要砍伐樹木，築壘攻打耶路撒冷。這就是那該罰的城，其中盡是欺壓。
19097,耶利米書,24,6,7,泉源怎樣湧出水來，這城也照樣湧出惡來；在其間常聽見有強暴毀滅的事，痛苦損傷也常在我面前。
19098,耶利米書,24,6,8,耶路撒冷啊，你當受教，免得我心離開你，免得我使你荒涼，成為無人居住之地。
19099,耶利米書,24,6,9,大軍之耶和華曾如此說：敵人必擄盡以色列剩下的民，如同摘淨葡萄一樣。你要像摘葡萄的人摘了又摘，回手放在籃子裏。
19100,耶利米書,24,6,10,現在我可以向誰說話作警戒，使他們聽呢？看哪，他們的耳朵未受割禮，不能聽見。看哪，耶和華的話他們以為羞辱，不以為喜悅。
19101,耶利米書,24,6,11,因此我被耶和華的烈怒充滿，難以含忍。我要傾在寬處的孩童和聚會的少年人身上，連夫帶妻，並年老的與日子滿足的都必被擒拿。
19102,耶利米書,24,6,12,他們的房屋、田地，和妻子都必轉歸別人；我要伸手攻擊這地的居民。這是耶和華說的。
19103,耶利米書,24,6,13,因為他們從最小的到至大的都一味地貪婪，從先知到祭司都行事虛謊。
19104,耶利米書,24,6,14,他們輕輕忽忽地醫治我民女子的損傷，說：平安了！平安了！其實沒有平安。
19105,耶利米書,24,6,15,他們犯了可憎的事知道慚愧嗎？不然，他們毫不慚愧，也不知羞恥；因此，他們必在仆倒的人中仆倒；我向他們討罪的時候，他們必致倒下，這是耶和華說的。
19106,耶利米書,24,6,16,耶和華如此說：你們當站在路上察看，尋問古道，哪是善道，便行在其間；這樣，你們心裏必得安息。他們卻說：我們不行在其間。
19107,耶利米書,24,6,17,我設立守望的人照管你們，說：要聽角聲。他們卻說：我們不聽。
19108,耶利米書,24,6,18,列國啊，因此你們當聽！會眾啊，要知道他們必遭遇的事。
19109,耶利米書,24,6,19,地啊，當聽！看哪，我必使災禍臨到這百姓，就是他們意念所結的果子；因為他們不聽從我的言語，也不聽從我的律法，反倒厭棄了。
19110,耶利米書,24,6,20,從示巴出的香，從遠方出的甘蔗奉來給我有何益呢？你們的燔祭不蒙悅納；你們的祭物，我也不以為甘甜。
19111,耶利米書,24,6,21,所以耶和華如此說：看哪，我要將絆腳石放在這百姓前面。父親和兒子要一同跌在其上；鄰舍與朋友也都滅亡。
19112,耶利米書,24,6,22,耶和華如此說：看哪，有一種民從北方而來，並有一大國必被興起，從地界來到。
19113,耶利米書,24,6,23,他們要拿弓和槍，性情殘忍，不施憐憫；他們的聲音像海浪匉訇。女子錫安啊，他們騎馬都擺隊伍，如打仗的人要攻擊你。
19114,耶利米書,24,6,24,我們聽見他們的風聲，手就發軟；痛苦將我們抓住，疼痛仿彿產難的婦人。
19115,耶利米書,24,6,25,你們不要往田野去，也不要行在路上，因四圍有仇敵的刀劍和驚嚇。
19116,耶利米書,24,6,26,女子─我百姓啊，應當腰束麻布，滾在灰中。你要悲傷，如喪獨生子痛痛哭號，因為滅命的要忽然臨到我們。
19117,耶利米書,24,6,27,我使你在我民中為高臺，為保障，使你知道試驗他們的行動。
19118,耶利米書,24,6,28,他們都是極叛逆的，與讒謗的同行。他們是銅是鐵，全都是敗壞的。
19119,耶利米書,24,6,29,風箱被燒，鉛被燒燬；銀匠冶煉，終是徒然；因為惡劣的還未除掉。
19120,耶利米書,24,6,30,人必稱他們為被棄的銀渣，因為耶和華已經棄掉他們。
19121,耶利米書,24,7,1,耶和華的話臨到耶利米說：
19122,耶利米書,24,7,2,「你當站在耶和華殿的門口，在那裏宣傳這話說：你們進這些門敬拜耶和華的一切猶大人，當聽耶和華的話。
19123,耶利米書,24,7,3,大軍之耶和華─以色列的上帝如此說：你們改正行動作為，我就使你們在這地方仍然居住。
19124,耶利米書,24,7,4,你們不要倚靠虛謊的話，說：『這些是耶和華的殿，是耶和華的殿，是耶和華的殿！』
19125,耶利米書,24,7,5,「你們若實在改正行動作為，在人和鄰舍中間誠然施行公平，
19126,耶利米書,24,7,6,不欺壓作客旅的、無父的和寡婦；在這地方不流無辜人的血，也不隨從別神陷害自己；
19127,耶利米書,24,7,7,我就使你們在這地方仍然居住，就是我所賜給你們列祖的地，直到永永遠遠。
19128,耶利米書,24,7,8,「看哪，你們倚靠虛謊無益的話。
19129,耶利米書,24,7,9,你們偷盜，殺害，姦淫，起假誓，向巴力燒香，並隨從素不認識的別神，
19130,耶利米書,24,7,10,且來到這稱為我名下的殿，在我面前站立；又說：『我們得以自由，行這一切可憎的事。』嗎？
19131,耶利米書,24,7,11,這稱為我名下的殿在你們眼中豈可看為強盜的窩嗎？看哪，我都看見了，這是耶和華說的。
19132,耶利米書,24,7,12,你們且往我在示羅的地方去，就是我先前立為我名的地方，察看我因這百姓以色列的罪惡向那地所行的如何。」
19133,耶利米書,24,7,13,耶和華說：「現在因你們行了這一切的事，我也從早起來警戒你們，你們卻不聽從；呼喚你們，你們卻不回答。
19134,耶利米書,24,7,14,所以我要向這稱為我名下、你們所倚靠的殿，與我所賜給你們和你們列祖的地施行，照我從前向示羅所行的一樣。
19135,耶利米書,24,7,15,我必將你們從我眼前趕出，正如我趕出你們的眾弟兄，就是以法蓮的一切後裔。」
19136,耶利米書,24,7,16,「所以，你不要為這百姓祈禱；不要為他們呼求禱告，也不要向我為他們祈求，因我必不聽允你。
19137,耶利米書,24,7,17,他們在猶大城邑中和耶路撒冷街上所行的，你沒有看見嗎？
19138,耶利米書,24,7,18,孩子撿柴，父親燒火，婦女摶麵作餅，獻給天後，又向別神澆奠祭，惹我發怒。」
19139,耶利米書,24,7,19,耶和華說：「他們豈是惹我發怒呢？不是自己惹禍，以致臉上慚愧嗎？」
19140,耶利米書,24,7,20,所以主耶和華如此說：「看哪，我必將我的怒氣和烈怒傾在這地方的人和牲畜身上，並田野的樹木和地裏的出產上，必如火著起，不能熄滅。」
19141,耶利米書,24,7,21,大軍之耶和華─以色列的上帝如此說：「你們將燔祭放在你們祭上，吃肉吧。
19142,耶利米書,24,7,22,因為我將你們列祖從埃及地領出來的那日，燔祭或別的祭的事我並沒有提說，也沒有吩咐他們；
19143,耶利米書,24,7,23,我只吩咐他們這一件說：『你們當遵從我的話，我就作你們的上帝，你們也作我的子民。你們行我所吩咐的一切道，就可以得福。』
19144,耶利米書,24,7,24,他們卻不聽從，不側耳而聽，竟隨從自己的計謀和妄想的惡心，向後不向前。
19145,耶利米書,24,7,25,自從你們列祖出埃及地的那日，直到今日，我差遣我的僕人眾先知到你們那裏去，每日從早起來差遣他們。
19146,耶利米書,24,7,26,你們卻不聽從，不側耳而聽，竟硬著頸項行惡，比你們列祖更甚。
19147,耶利米書,24,7,27,「所以你要將這一切的話告訴他們；他們卻不聽從你。呼喚他們；他們卻不回答你。
19148,耶利米書,24,7,28,你卻要對他們說：這就是不聽從耶和華─他們上帝的話、不受懲治的國民；誠實消沒，從他們的口中剪除了。」
19149,耶利米書,24,7,29,耶路撒冷啊，要剪髮拋棄，在高處舉哀；因為耶和華丟掉離棄了惹他忿怒的世代。
19150,耶利米書,24,7,30,耶和華說：「猶大人在我眼中行了惡事，將可憎之物設立在稱為我名下的殿中，玷污這殿。
19151,耶利米書,24,7,31,他們在欣嫩子谷建築陀斐特的眾高邱，好在火中焚燒自己的兒女；這並不是我所吩咐他們的，也不是我心所起的意。」
19152,耶利米書,24,7,32,耶和華說：「因此，看哪！日子將到，這地方不再稱為陀斐特和欣嫩子谷，反倒稱為殺戮谷。因為要在陀斐特葬埋屍首，甚至無處可葬；
19153,耶利米書,24,7,33,並且這百姓的屍首必給空中的飛鳥和地上的野獸作食物，並無人鬨趕。
19154,耶利米書,24,7,34,那時，我必使猶大城邑中和耶路撒冷街上，歡喜和快樂的聲音，新郎和新婦的聲音，都止息了，因為這地必然荒涼。」
19155,耶利米書,24,8,1,耶和華說：「到那時，人必將猶大王的骸骨和他首領的骸骨、祭司的骸骨、先知的骸骨，並耶路撒冷居民的骸骨，都從墳墓中取出來，
19156,耶利米書,24,8,2,拋散在日頭、月亮，和天上萬象之下，就是他們從前所喜愛、所事奉、所隨從、所求問、所敬拜的。這些骸骨不再收殮，不再葬埋，必在地面上成為糞土；
19157,耶利米書,24,8,3,並且這惡族所剩下的民在我所趕他們到的各處，寧可揀死不揀生。這是大軍之耶和華說的。」
19158,耶利米書,24,8,4,你要對他們說，耶和華如此說：他們跌倒，不再起來嗎？他轉去，不再轉來嗎？
19159,耶利米書,24,8,5,這耶路撒冷的民，為何恆久背道呢？他們守定詭詐，不肯回頭。
19160,耶利米書,24,8,6,我留心聽，卻聽見他們說不正直的話。無人悔改惡行，說：我所作的是甚麼呢？他們各人轉奔己路，如馬直闖戰場。
19161,耶利米書,24,8,7,空中的鸛鳥知道來去的定期；斑鳩白鶴與燕子也守候當來的時令；我的百姓卻不知道耶和華的法則。
19162,耶利米書,24,8,8,你們怎麼說：我們有智慧，耶和華的律法在我們這裏？看哪，他定法則，實在枉然；文士的筆都歸徒然。
19163,耶利米書,24,8,9,智慧人慚愧，驚惶，被擒拿；看哪，他們棄掉耶和華的話，心裏還有甚麼智慧呢？
19164,耶利米書,24,8,10,所以我必將他們的妻子給別人，將他們的田地給別人承受為業；因為他們從最小的到至大的都一味地貪婪，從先知到祭司都行事虛謊。
19165,耶利米書,24,8,11,他們輕輕忽忽地醫治我民女子的損傷，說：平安了！平安了！其實沒有平安。
19166,耶利米書,24,8,12,他們犯了可憎的事知道慚愧嗎？不然，他們毫不慚愧，也不知羞恥。因此他們必在仆倒的人中仆倒；我向他們討罪的時候，他們必致倒下，這是耶和華說的。
19167,耶利米書,24,8,13,耶和華說：我必要使他們滅絕；葡萄樹上必沒有葡萄，無花果樹上必沒有果子，葉子也必雕殘。我所賜給他們的，必離開他們過去。
19168,耶利米書,24,8,14,我們為何靜坐不動呢？我們當聚集，進入堅固城，在那裏靜默不言；因為耶和華─我們的上帝使我們靜默不言，又將苦膽水給我們喝，都因我們得罪了耶和華。
19169,耶利米書,24,8,15,我們指望平安，卻得不著好處；指望痊癒的時候，不料，遭了患難！
19170,耶利米書,24,8,16,聽見從但那裏敵人的馬噴鼻氣，全地因他的壯馬發嘶聲，就都震動；因為他們來吞滅這地和其上所有的，吞滅這城與那些住在其中。
19171,耶利米書,24,8,17,看哪，我必使蛇、使蛇雞到你們中間，是不服法術的，必咬你們。這是耶和華說的。
19172,耶利米書,24,8,18,我正想安慰自己，不要憂愁的時候，我心就在我裏面發昏。
19173,耶利米書,24,8,19,聽啊，是我民女子因那些住在遠方的發出哀聲，說：耶和華不在錫安嗎？錫安的王不在其中嗎？耶和華說：他們為甚麼以雕刻的眾像和外邦虛無的神惹我發怒呢？
19174,耶利米書,24,8,20,收割已過，夏令已完，我們還未得救！
19175,耶利米書,24,8,21,先知說：因我民女子的損傷，我也受了損傷。我披著黑衣，驚惶將我抓住。
19176,耶利米書,24,8,22,在基列豈沒有乳香呢？在那裏豈沒有醫生呢？女子─我百姓為何不得痊癒呢？
19177,耶利米書,24,9,1,但願我的頭為水，我的眼為淚的泉源，我好為我民女子中被殺的人晝夜哭泣！
19178,耶利米書,24,9,2,唯願我在曠野有行路人住宿之處，使我可以離開我的民出去！因他們都是行姦淫的，是行詭詐的一黨。
19179,耶利米書,24,9,3,他們彎起舌頭，像他們的弓一樣，為要說謊話。他們在地上卻不為誠實奮勇，乃是惡上加惡，並不認識我。這是耶和華說的。
19180,耶利米書,24,9,4,你們各人當謹防鄰舍，不可信靠兄弟；因各人的兄弟要盡行巧替，各人的鄰舍要讒謗而行。
19181,耶利米書,24,9,5,他們各人欺哄鄰舍，不說真話；他們教舌頭學習說謊，勞勞碌碌地作孽。
19182,耶利米書,24,9,6,你的住處在詭詐的人中；他們因行詭詐，不肯認識我。這是耶和華說的。
19183,耶利米書,24,9,7,所以大軍之耶和華如此說：看哪，我要將他們融化試煉；不然，我因女子─我百姓的罪該怎樣行呢？
19184,耶利米書,24,9,8,他們的舌頭如箭射出，說話詭詐；人與鄰舍口說和平話，心卻謀害他。
19185,耶利米書,24,9,9,耶和華說：我豈不因這些事討他們的罪呢？豈不報復這樣的國民呢？
19186,耶利米書,24,9,10,我要為山嶺哭泣哀號，為曠野的住處揚聲哀號；因為都已乾焦，甚至無人能以經過。人也聽不見牲畜鳴叫，諸天的飛鳥和地上的野獸都已逃去。
19187,耶利米書,24,9,11,我必使耶路撒冷變為亂堆，為龍的洞穴，也必使猶大的城邑荒涼，無一人居住。
19188,耶利米書,24,9,12,誰是智慧人，可以明白這事？耶和華的口向誰說過，使他可以傳說？遍地為何滅亡，乾焦好像曠野，甚至無人經過呢？
19189,耶利米書,24,9,13,耶和華說：「因為這些百姓離棄了我在他們面前所設立的律法，沒有聽從我的話，也沒有遵行；
19190,耶利米書,24,9,14,只隨從自己妄想的心行事，照他們列祖所教訓的隨從眾巴力。」
19191,耶利米書,24,9,15,所以大軍之耶和華─以色列的上帝如此說：「看哪，我必將茵蔯給這百姓吃，又將苦膽水給他們喝。
19192,耶利米書,24,9,16,我又要把他們散在異教民中，就是他們和他們列祖素不認識的異教民；我也要使刀劍追殺他們，直到將他們滅盡。」
19193,耶利米書,24,9,17,大軍之耶和華如此說：你們應當思想，將善唱哀歌的婦女召來，又打發人召善哭的婦女來，
19194,耶利米書,24,9,18,叫她們速速為我們舉哀，使我們眼淚汪汪，使我們的眼皮湧出水來。
19195,耶利米書,24,9,19,因為聽見哀聲出於錫安，說：我們怎樣敗落了！我們大大地慚愧，因為我們撇下了地土，因為我們的居所將我們趕了出去。
19196,耶利米書,24,9,20,婦女們哪，妳們當聽耶和華的話，妳們的耳朵當領受他口中的言語；又當教導你們的女兒舉哀，各人教導鄰舍唱哀歌。
19197,耶利米書,24,9,21,因為死亡上來，進了我們的窗戶，又入了我們的宮殿；要從外邊剪除孩童，從街上剪除少年人。
19198,耶利米書,24,9,22,你當說，耶和華如此說：人的屍首甚至必倒在田野像糞土，又像收割的人遺落的一把禾稼，無人收取。
19199,耶利米書,24,9,23,耶和華如此說：「智慧人不要因他的智慧誇口，勇士不要因他的勇力誇口，財主不要因他的財物誇口。
19200,耶利米書,24,9,24,誇口的卻因他有聰明，認識我是耶和華，又知道我喜悅在世上施行慈愛、公平，和公義，以此誇口。這是耶和華說的。」
19201,耶利米書,24,9,25,耶和華說：「看哪，日子將到，我要刑罰一切受過割禮與未受割禮的，
19202,耶利米書,24,9,26,就是埃及、猶大、以東、亞捫人、摩押人，和一切住在曠野最角落處的；因為這些國民都沒有受割禮，以色列人心中也都沒有受割禮。」
19203,耶利米書,24,10,1,以色列家啊，要聽耶和華對你們所說的話。
19204,耶利米書,24,10,2,耶和華如此說：你們不要效法異教之民的行為，也不要為天象驚惶；因異教的民為此事驚惶。
19205,耶利米書,24,10,3,眾民的風俗原是虛妄的；人從樹林中砍出一棵樹，是匠人手拿斧子所作的工。
19206,耶利米書,24,10,4,他們用金銀妝飾它，用釘子和錘子釘穩，使它不動搖。
19207,耶利米書,24,10,5,它們直立好像棕樹，但不能說話；它們必須有人擡著，因為不能行走。不要怕它們，因它們不能降禍，也無力降福。
19208,耶利米書,24,10,6,耶和華啊，沒有能比你的！你本為大，你的名也大有能力。
19209,耶利米書,24,10,7,列國的王啊，誰不敬畏你？敬畏你本是合宜的；因為在列國的智慧人中，並在他們的囯裏，也不能比你。
19210,耶利米書,24,10,8,他們盡都是畜類，是愚昧的；木頭不過是虛空的道理。
19211,耶利米書,24,10,9,從他施帶來成箔的銀子，並有從烏法來的金子，都是匠人和銀匠的手工；又有藍色紫色料為衣服，都是巧匠的工作。
19212,耶利米書,24,10,10,唯耶和華是真上帝，是活上帝，是永遠的王。他一發怒，大地震動；他一惱恨，列國都擔當不起。
19213,耶利米書,24,10,11,你們要對他們如此說：不是那創造諸天大地的眾神，必從地上、從諸天之下被除滅！
19214,耶利米書,24,10,12,耶和華用能力創造大地，用智慧建立世界，用見識鋪張諸天。
19215,耶利米書,24,10,13,他一發聲，諸天中便有多水激動；他使雲霧從地極上騰；他造閃電和雨，從他府庫中帶出風來。
19216,耶利米書,24,10,14,各人在他知識裏盡是畜類；各銀匠都因雕刻的像抱愧；他所鑄的像本是虛假的，其中並無氣息，
19217,耶利米書,24,10,15,都是虛無的，是錯謬的工作；到追討的時候必被除滅。
19218,耶利米書,24,10,16,雅各的分不像這些，因他是造作萬有的主。以色列也是他產業的杖，大軍之耶和華是他的名。
19219,耶利米書,24,10,17,住在保障的人哪，當收拾你的財物，從國中帶出去。
19220,耶利米書,24,10,18,因為耶和華如此說：看哪，這一次，我必將此地的居民，好像用機弦甩出去，又必加害在他們身上，使他們覺悟。
19221,耶利米書,24,10,19,民說：禍哉！我受損傷，我的傷痕極其重大；我卻說：這真是痛苦，我必須忍受。
19222,耶利米書,24,10,20,我的帳棚毀壞；我的繩索折斷。我的兒女離我出去，沒有了。無人再支搭我的帳棚，掛起我的幔子。
19223,耶利米書,24,10,21,因為牧者都成為畜類，沒有尋求耶和華；所以他們必不得順利；他們一切的羊群也必分散。
19224,耶利米書,24,10,22,聽哪，有風聲來了，有大擾亂從北方出來，要使猶大城邑變為荒涼，成為龍的洞穴。
19225,耶利米書,24,10,23,耶和華啊，我曉得人的道路不由自己，行路的人也不能指引自己的腳步。
19226,耶利米書,24,10,24,耶和華啊，求你從寬懲治我，不要在你的怒中懲治我，恐怕使我歸於無有。
19227,耶利米書,24,10,25,願你將烈怒傾在不認識你的異教民中，和不求告你名的各族上；因為他們吃了雅各，又吞了他，而且滅絕，使他的住處荒涼。
19228,耶利米書,24,11,1,耶和華的話臨到耶利米說：
19229,耶利米書,24,11,2,「當聽這約的話，告訴猶大人和耶路撒冷的居民，
19230,耶利米書,24,11,3,對他們說，耶和華─以色列的上帝如此說：不聽從這約之話的人必受咒詛。
19231,耶利米書,24,11,4,這約是我將你們列祖從埃及地領出來、脫離鐵爐的那日所吩咐他們的，說：『你們要聽從我的話，照我一切所吩咐的去行。』這樣，你們就作我的子民，我也作你們的上帝；
19232,耶利米書,24,11,5,我好成就曾向你們列祖所起的誓，給他們流奶與蜜之地，正如今日一樣。」我就回答說：「耶和華啊，願你照你的話而行。」
19233,耶利米書,24,11,6,那時，耶和華對我說：「你要在猶大城邑中和耶路撒冷街道上，宣告這一切話說：你們當聽從遵行這約的話。
19234,耶利米書,24,11,7,因為我將你們列祖從埃及地領出來的那日，直到今日，都是從早起來，誥誡他們說：『你們當聽從我的話。』
19235,耶利米書,24,11,8,他們卻不聽從，不側耳而聽，竟隨從自己妄想的惡心去行。所以我要使這約中一切咒詛的話臨到他們身上；這約是我吩咐他們行的，他們卻不去行。」
19236,耶利米書,24,11,9,耶和華對我說：「在猶大人和耶路撒冷居民中有同謀背叛的事。
19237,耶利米書,24,11,10,他們轉去效法他們先祖的罪孽，不肯聽我的話，又隨從別神，事奉它們。以色列家和猶大家背了我與他們列祖所立的約。」
19238,耶利米書,24,11,11,所以耶和華如此說：「看哪，我必使災禍臨到他們，是他們不能逃脫的。他們雖向我哀求，我也不聽他們。
19239,耶利米書,24,11,12,那時，猶大城邑的人和耶路撒冷的居民要去哀求他們獻香所供奉的眾神；只是遭難的時候，這些神毫不拯救他們。
19240,耶利米書,24,11,13,猶大啊，你眾神的數目與你城的數目相等；你為那可恥之物，就是向巴力燒香的壇，也與耶路撒冷街道的數目相等。
19241,耶利米書,24,11,14,「所以你不要為這百姓祈禱，也不要為他們呼求禱告；因為他們遭難向我哀求的時候，我必不聽。
19242,耶利米書,24,11,15,我所親愛的，既與多人淫亂，聖肉也離了你，你在我殿中作甚麼呢？你作惡就喜樂。
19243,耶利米書,24,11,16,從前耶和華給你起名叫青橄欖樹，又華美又結好果子；如今他用鬨嚷之聲，點火在其上，枝子也被折斷。
19244,耶利米書,24,11,17,原來栽培你的大軍之耶和華已經說，要降禍攻擊你，是因以色列家和猶大家所行的惡，向巴力獻香，惹我發怒，是自作自受。」
19245,耶利米書,24,11,18,耶和華指示我，我就知道；你將他們所行的給我指明。
19246,耶利米書,24,11,19,我卻像綿羊羔或牛，被牽到宰殺之地；我並不知道他們設計謀害我，說：我們把樹連果子都滅了吧！將他從活人之地剪除，使他的名不再被記念。
19247,耶利米書,24,11,20,按公義判斷、察驗人肺腑心腸的大軍之耶和華啊，我卻要見你在他們身上報仇，因我將我的案件向你稟明了。
19248,耶利米書,24,11,21,所以，耶和華論到尋索你命的亞拿突人如此說：「他們說：你不要奉耶和華的名說預言，免得你死在我們手中。
19249,耶利米書,24,11,22,所以大軍之耶和華如此說：看哪，我必刑罰他們；他們的少年人必被刀劍殺死，他們的兒女必因饑荒滅亡，
19250,耶利米書,24,11,23,並且沒有餘剩的人留給他們；因為在追討之年，我必使災禍臨到亞拿突人。」
19251,耶利米書,24,12,1,耶和華啊，我與你爭辯的時候，你顯為義；但有一件，關乎你的判斷，我還要與你談論：惡人的道路為何亨通呢？大行詭詐的為何得福樂呢？
19252,耶利米書,24,12,2,你栽培了他們，他們也紮了根，長大，而且結果。他們的口是與你相近，心卻與你遠離。
19253,耶利米書,24,12,3,但你─耶和華啊，你曉得我，已經看見我，察驗我向你是怎樣的心。求你將他們拉出來，好像將宰的羊，預備他們，好待殺戮的日子。
19254,耶利米書,24,12,4,這地因其上居民的惡行悲哀，一切田間的菜蔬因其上居民的惡行枯乾，要到幾時呢？牲畜和飛鳥都滅絕了。因為他們曾說：他看不見我們的結局。
19255,耶利米書,24,12,5,耶和華說：你若與步行的人同跑，尚且覺累，怎能與馬賽跑呢？你若在所倚靠的平安之地，尚且不覺安穩，在約旦河邊的叢林要怎樣行呢？
19256,耶利米書,24,12,6,因為連你弟兄和你父家都用奸詐待你。他們招聚群眾跟著你；雖向你說好話，你也不要信他們。
19257,耶利米書,24,12,7,我離了我的殿宇，撇了我的產業，將我心裏所親愛的交在她仇敵的手中。
19258,耶利米書,24,12,8,我的產業向我如林中的獅子，牠發聲攻擊我；因此我恨惡它。
19259,耶利米書,24,12,9,我的產業向我如斑點的鷙鳥，有鷙鳥在她四圍攻擊她。你們來，聚集田野的百獸，帶來吞吃吧！
19260,耶利米書,24,12,10,許多牧者毀壞我的葡萄園，踐踏我的分，使我美好的分變為荒涼的曠野。
19261,耶利米書,24,12,11,他們使地荒涼，地既荒涼便向我悲哀；全地荒涼，因無人放在心上。
19262,耶利米書,24,12,12,滅命的都經過曠野，來到一切高處；因為耶和華的刀要從地這邊直到地那邊盡行殺滅！凡有血氣的必不得平安。
19263,耶利米書,24,12,13,他們種的是麥子，收的是荊棘；勞勞苦苦卻不得益處；因耶和華的烈怒，他們必為你們所得之利羞愧。
19264,耶利米書,24,12,14,耶和華如此說：「一切惡鄰，就是挨近我使百姓以色列所承受產業的；看哪，我要將他們拔出本地，又要將猶大家從他們中間拔出來。
19265,耶利米書,24,12,15,我拔出他們以後，我必轉過來憐憫他們，把他們再帶回來，各歸本業，各歸故土。
19266,耶利米書,24,12,16,他們若殷勤學習我百姓的道，指著我的名起誓說：『我指著永生的耶和華起誓，就像他們從前教我百姓指著巴力起誓，他們就必建立在我百姓中間。
19267,耶利米書,24,12,17,他們若不順從，我必全然拔出那國，將那國毀滅，這是耶和華說的。」
19268,耶利米書,24,13,1,耶和華對我如此說：「你去取一根麻布帶子束腰，不可放在水中。」
19269,耶利米書,24,13,2,我就照著耶和華的話，取了一根帶子束腰。
19270,耶利米書,24,13,3,耶和華的話第二次臨到我說：
19271,耶利米書,24,13,4,「要拿著你所取的腰帶，就是你腰上的帶子，起來往幼發拉底河去，將腰帶藏在那裏的磐石穴中。」
